Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
49947195,03/07/2021 01:38:54 AM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11356,13-50 137 STREET,137 STREET,11 AVENUE,14 AVENUE,11 AVENUE,14 AVENUE,,COLLEGE POINT,137 STREET,,In Progress,,,,07 QUEENS,4040170028,QUEENS,1030794,225847,MOBILE,Unspecified,QUEENS,,,,,,,,40.78645145441644,-73.83192323952362,"(40.78645145441644, -73.83192323952362)"
49947775,03/07/2021 01:39:00 AM,03/07/2021 01:55:58 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11374,64-74 ELLWELL CRESCENT,ELLWELL CRESCENT,64 ROAD,65 DRIVE,64 ROAD,65 DRIVE,,REGO PARK,ELLWELL CRESCENT,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 06:56:00 AM,06 QUEENS,4031330093,QUEENS,1022172,201914,MOBILE,Unspecified,QUEENS,,,,,,,,40.72080272803366,-73.86319338257749,"(40.72080272803366, -73.86319338257749)"
49952778,03/07/2021 01:39:35 AM,03/07/2021 04:46:13 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10027,30 WEST  123 STREET,WEST  123 STREET,MT MORRIS PARK WEST,LENOX AVENUE,MT MORRIS PARK WEST,LENOX AVENUE,,NEW YORK,WEST  123 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 09:46:20 AM,10 MANHATTAN,1017210130,MANHATTAN,999373,232931,PHONE,Unspecified,MANHATTAN,,,,,,,,40.806004729366244,-73.945372762243,"(40.806004729366244, -73.945372762243)"
49951275,03/07/2021 01:39:39 AM,03/07/2021 01:46:58 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10128,335 EAST   94 STREET,EAST   94 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,,NEW YORK,EAST   94 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 06:47:00 AM,08 MANHATTAN,1015570019,MANHATTAN,998899,224388,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78255730895878,-73.9471035771428,"(40.78255730895878, -73.9471035771428)"
49945544,03/07/2021 01:39:41 AM,03/07/2021 03:22:04 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11418,87-20 104 STREET,104 STREET,87 AVENUE,88 AVENUE,87 AVENUE,88 AVENUE,,RICHMOND HILL,104 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 08:22:06 AM,09 QUEENS,4092880070,QUEENS,1027729,192402,PHONE,Unspecified,QUEENS,,,,,,,,40.694669012487104,-73.84320752694349,"(40.694669012487104, -73.84320752694349)"
49947118,03/07/2021 01:39:53 AM,03/07/2021 01:52:56 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10039,215 WEST  145 STREET,WEST  145 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,NEW YORK,WEST  145 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 06:53:00 AM,10 MANHATTAN,1020310020,MANHATTAN,1000896,238752,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.821979007032425,-73.93985695305612,"(40.821979007032425, -73.93985695305612)"
49952096,03/07/2021 01:40:02 AM,03/07/2021 02:35:08 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,75 WEST MOSHOLU PARKWAY NORTH,WEST MOSHOLU PARKWAY NORTH,GATES PLACE,WEST GUN HILL ROAD,GATES PLACE,WEST GUN HILL ROAD,,BRONX,WEST MOSHOLU PARKWAY NORTH,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 07:35:13 AM,07 BRONX,2033240011,BRONX,1016019,260954,ONLINE,Unspecified,BRONX,,,,,,,,40.88287540238971,-73.8851114395669,"(40.88287540238971, -73.8851114395669)"
49950680,03/07/2021 01:40:06 AM,03/07/2021 03:22:00 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10026,27 WEST  118 STREET,WEST  118 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,,NEW YORK,WEST  118 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 08:22:02 AM,10 MANHATTAN,1017170020,MANHATTAN,999038,231630,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.802434409730196,-73.9465857131477,"(40.802434409730196, -73.9465857131477)"
49947040,03/07/2021 01:40:07 AM,03/07/2021 01:49:33 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11236,1601 EAST   96 STREET,EAST   96 STREET,AVENUE N,SEAVIEW AVENUE,AVENUE N,SEAVIEW AVENUE,,BROOKLYN,EAST   96 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/07/2021 06:49:35 AM,18 BROOKLYN,,BROOKLYN,1014348,170372,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.634257219472794,-73.89155991481073,"(40.634257219472794, -73.89155991481073)"
49950092,03/07/2021 01:40:10 AM,03/07/2021 03:05:03 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11385,602 WOODWARD AVENUE,WOODWARD AVENUE,GROVE STREET,LINDEN STREET,GROVE STREET,LINDEN STREET,,RIDGEWOOD,WOODWARD AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 08:05:05 AM,05 QUEENS,4034080038,QUEENS,1009838,196532,MOBILE,Unspecified,QUEENS,,,,,,,,40.70607470350159,-73.90770967944303,"(40.70607470350159, -73.90770967944303)"
49950486,03/07/2021 01:40:22 AM,03/07/2021 02:08:35 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10014,200 WAVERLY PLACE,WAVERLY PLACE,WEST   10 STREET,CHARLES STREET,WEST   10 STREET,CHARLES STREET,,NEW YORK,WAVERLY PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 07:08:42 AM,02 MANHATTAN,1006110024,MANHATTAN,983838,206980,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.73478893305891,-74.00148663399447,"(40.73478893305891, -74.00148663399447)"
49945293,03/07/2021 01:40:40 AM,03/07/2021 01:44:09 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11374,65 ROAD,65 ROAD,65 ROAD,WOODHAVEN BOULEVARD,65 ROAD,WOODHAVEN BOULEVARD,,,,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 06:44:12 AM,06 QUEENS,,QUEENS,1021759,201412,MOBILE,Unspecified,QUEENS,,,,,,,,40.71942662137827,-73.8646861079004,"(40.71942662137827, -73.8646861079004)"
49952774,03/07/2021 01:40:41 AM,03/07/2021 03:14:49 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,101-11 JAMAICA AVENUE,JAMAICA AVENUE,101 STREET,102 STREET,101 STREET,102 STREET,,RICHMOND HILL,JAMAICA AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 08:14:52 AM,09 QUEENS,4091810044,QUEENS,1026895,192544,ONLINE,Unspecified,QUEENS,,,,,,,,40.69506282704378,-73.84621416379363,"(40.69506282704378, -73.84621416379363)"
49945840,03/07/2021 01:40:45 AM,03/07/2021 02:03:29 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11235,117 BEAUMONT STREET,BEAUMONT STREET,HAMPTON AVENUE,ORIENTAL BOULEVARD,HAMPTON AVENUE,ORIENTAL BOULEVARD,,BROOKLYN,BEAUMONT STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 07:03:33 AM,15 BROOKLYN,3087340057,BROOKLYN,997772,150170,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.578847683372935,-73.95132201313687,"(40.578847683372935, -73.95132201313687)"
49946168,03/07/2021 01:40:51 AM,03/07/2021 04:02:40 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,963 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,,BRONX,WOODYCREST AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 09:02:42 AM,04 BRONX,2025110068,BRONX,1003966,242285,PHONE,Unspecified,BRONX,,,,,,,,40.831669762919574,-73.9287544719845,"(40.831669762919574, -73.9287544719845)"
49945023,03/07/2021 01:40:56 AM,03/07/2021 02:05:58 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11228,6903 14 AVENUE,14 AVENUE,BAY RIDGE AVENUE,70 STREET,BAY RIDGE AVENUE,70 STREET,,BROOKLYN,14 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 07:06:03 AM,11 BROOKLYN,3061570009,BROOKLYN,983756,165988,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62227518355625,-74.00177951265182,"(40.62227518355625, -74.00177951265182)"
49947588,03/07/2021 01:40:59 AM,03/07/2021 04:01:18 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10456,283 EAST  168 STREET,EAST  168 STREET,MORRIS AVENUE,COLLEGE AVENUE,MORRIS AVENUE,COLLEGE AVENUE,,BRONX,EAST  168 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 09:01:24 AM,04 BRONX,2024390075,BRONX,1008231,242968,PHONE,Unspecified,BRONX,,,,,,,,40.83353384969418,-73.91334008081198,"(40.83353384969418, -73.91334008081198)"
49945336,03/07/2021 01:41:37 AM,03/07/2021 03:00:29 AM,MAYOR'S OFFICE OF SPECIAL ENFORCEMENT,Mayor's Office of Special Enforcement,NonCompliance with Phased Reopening,Business not in compliance,Store/Commercial,11208,3027 ATLANTIC AVENUE,ATLANTIC AVENUE,LINWOOD STREET,ESSEX STREET,LINWOOD STREET,ESSEX STREET,,BROOKLYN,ATLANTIC AVENUE,,Closed,,Thank you for your report. It will be used to inform the Cityâs ongoing work to ensure that New Yorkâs phased reopening is happening in a safe manner.,03/07/2021 08:00:32 AM,05 BROOKLYN,3039560024,BROOKLYN,1016727,186481,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67846445144535,-73.88291104612047,"(40.67846445144535, -73.88291104612047)"
49949048,03/07/2021 01:42:15 AM,03/07/2021 04:30:52 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11101,50-10 NORTHERN BOULEVARD,NORTHERN BOULEVARD,50 STREET,NEWTOWN ROAD,50 STREET,NEWTOWN ROAD,,LONG ISLAND CITY,NORTHERN BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 09:30:57 AM,01 QUEENS,4001200050,QUEENS,1008593,213709,ONLINE,Unspecified,QUEENS,,,,,,,,40.75322485678024,-73.91213797816916,"(40.75322485678024, -73.91213797816916)"
49950998,03/07/2021 01:42:46 AM,03/07/2021 04:03:43 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10452,950 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,,BRONX,WOODYCREST AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 09:03:46 AM,04 BRONX,2025070001,BRONX,1003911,242179,PHONE,Unspecified,BRONX,,,,,,,,40.831378946066906,-73.9289535299807,"(40.831378946066906, -73.9289535299807)"
49946243,03/07/2021 01:43:09 AM,03/07/2021 06:03:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1113 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  166 STREET,MCCLELLAN STREET,EAST  166 STREET,MCCLELLAN STREET,,BRONX,SHERIDAN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 11:03:42 AM,04 BRONX,2024560088,BRONX,1006928,242364,MOBILE,Unspecified,BRONX,,,,,,,,40.83187948618931,-73.91805075904131,"(40.83187948618931, -73.91805075904131)"
49951185,03/07/2021 01:43:25 AM,03/07/2021 01:57:26 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,20 SEAMAN AVENUE,SEAMAN AVENUE,DYCKMAN STREET,CUMMING STREET,DYCKMAN STREET,CUMMING STREET,,NEW YORK,SEAMAN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 06:57:30 AM,12 MANHATTAN,1022470041,MANHATTAN,1004339,255048,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.866699573508214,-73.92736836296487,"(40.866699573508214, -73.92736836296487)"
49948372,03/07/2021 01:43:53 AM,03/07/2021 05:46:22 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,800 SOUTH OAK DRIVE,SOUTH OAK DRIVE,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,,BRONX,SOUTH OAK DRIVE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/07/2021 10:46:26 AM,12 BRONX,2046050026,BRONX,1022164,257042,ONLINE,Unspecified,BRONX,,,,,,,,40.87211392536689,-73.86291099987987,"(40.87211392536689, -73.86291099987987)"
49947494,03/07/2021 01:44:09 AM,03/07/2021 02:00:33 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11221,377 JEFFERSON AVENUE,JEFFERSON AVENUE,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,,BROOKLYN,JEFFERSON AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 07:00:35 AM,03 BROOKLYN,3018300062,BROOKLYN,1000133,188529,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.684131072546485,-73.94273235003578,"(40.684131072546485, -73.94273235003578)"
49945264,03/07/2021 01:45:01 AM,03/07/2021 02:45:28 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11374,102 STREET,102 STREET,102 STREET,HORACE HARDING EXPRESSWAY,102 STREET,HORACE HARDING EXPRESSWAY,,,,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 07:45:31 AM,06 QUEENS,,QUEENS,1024051,207495,MOBILE,Unspecified,QUEENS,,,,,,,,40.736112936266025,-73.85638174307276,"(40.736112936266025, -73.85638174307276)"
49949382,03/07/2021 01:45:07 AM,03/07/2021 01:52:07 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11224,2770 WEST   33 STREET,WEST   33 STREET,BAY VIEW AVENUE,NEPTUNE AVENUE,BAY VIEW AVENUE,NEPTUNE AVENUE,,BROOKLYN,WEST   33 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 06:52:12 AM,13 BROOKLYN,3069790101,BROOKLYN,984370,148783,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.57505095282345,-73.99956803534359,"(40.57505095282345, -73.99956803534359)"
49945171,03/07/2021 01:45:27 AM,03/07/2021 02:05:12 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,2 CYPRESS COURT,CYPRESS COURT,CRESCENT STREET,DEAD END,CRESCENT STREET,DEAD END,,BROOKLYN,CYPRESS COURT,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 07:05:15 AM,05 BROOKLYN,3041060005,BROOKLYN,1019387,189819,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.687616332554185,-73.87330358559626,"(40.687616332554185, -73.87330358559626)"
49951788,03/07/2021 01:45:31 AM,03/07/2021 01:58:09 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,247 DYCKMAN STREET,DYCKMAN STREET,SEAMAN AVENUE,PAYSON AVENUE,SEAMAN AVENUE,PAYSON AVENUE,,NEW YORK,DYCKMAN STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/07/2021 06:58:11 AM,12 MANHATTAN,1022470056,MANHATTAN,1004092,254930,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86637625813613,-73.92826173870098,"(40.86637625813613, -73.92826173870098)"
49950449,03/07/2021 01:45:35 AM,03/07/2021 04:32:32 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,1080 ANDERSON AVENUE,ANDERSON AVENUE,WEST  165 STREET,WEST  166 STREET,WEST  165 STREET,WEST  166 STREET,,BRONX,ANDERSON AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 09:32:35 AM,04 BRONX,2025050006,BRONX,1004816,243214,MOBILE,Unspecified,BRONX,,,,,,,,40.83421766117623,-73.92568007427138,"(40.83421766117623, -73.92568007427138)"
49946147,03/07/2021 01:46:31 AM,03/07/2021 02:16:25 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11204,7014 20 AVENUE,20 AVENUE,70 STREET,71 STREET,70 STREET,71 STREET,,BROOKLYN,20 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 07:16:26 AM,11 BROOKLYN,3061730043,BROOKLYN,987313,162809,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61354897279179,-73.9889677434088,"(40.61354897279179, -73.9889677434088)"
49947597,03/07/2021 01:46:35 AM,03/07/2021 04:32:25 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10462,2104 BRONX PARK EAST,BRONX PARK EAST,MARAN PLACE,LYDIG AVENUE,MARAN PLACE,LYDIG AVENUE,,BRONX,BRONX PARK EAST,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 09:32:27 AM,11 BRONX,2042860022,BRONX,1020434,250373,ONLINE,Unspecified,BRONX,,,,,,,,40.853816817336956,-73.86920231008342,"(40.853816817336956, -73.86920231008342)"
49949181,03/07/2021 01:47:07 AM,03/07/2021 03:10:41 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11434,115-36 159 STREET,159 STREET,115 ROAD,116 AVENUE,115 ROAD,116 AVENUE,,JAMAICA,159 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 08:10:44 AM,12 QUEENS,4121980025,QUEENS,1043498,189559,PHONE,Unspecified,QUEENS,,,,,,,,40.68677413512752,-73.78636710090349,"(40.68677413512752, -73.78636710090349)"
49950399,03/07/2021 01:47:23 AM,03/07/2021 02:16:22 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11375,67 ROAD,67 ROAD,67 ROAD,GRAND CENTRAL PARKWAY,67 ROAD,GRAND CENTRAL PARKWAY,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 07:16:25 AM,06 QUEENS,,QUEENS,1028188,205274,MOBILE,Unspecified,QUEENS,,,,,,,,40.72999726263218,-73.84146829324652,"(40.72999726263218, -73.84146829324652)"
49946144,03/07/2021 01:47:43 AM,03/07/2021 02:08:16 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,40 EAST   12 STREET,EAST   12 STREET,UNIVERSITY PLACE,FRED BASS WAY,UNIVERSITY PLACE,FRED BASS WAY,,NEW YORK,EAST   12 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 07:08:21 AM,02 MANHATTAN,1005630026,MANHATTAN,986404,206574,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73367431033234,-73.99222777654643,"(40.73367431033234, -73.99222777654643)"
49949202,03/07/2021 01:47:50 AM,03/07/2021 02:19:53 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11429,109-05 209 STREET,209 STREET,109 AVENUE,HOLLIS AVENUE,109 AVENUE,HOLLIS AVENUE,,QUEENS VILLAGE,209 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 07:19:56 AM,13 QUEENS,4109190063,QUEENS,1053832,197778,ONLINE,Unspecified,QUEENS,,,,,,,,40.70925807454871,-73.7490206595493,"(40.70925807454871, -73.7490206595493)"
49944836,03/07/2021 01:47:59 AM,03/07/2021 02:02:29 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,647 EAST  103 STREET,EAST  103 STREET,FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,,BROOKLYN,EAST  103 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 07:02:35 AM,18 BROOKLYN,3081720017,BROOKLYN,1012366,175683,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.648841278260065,-73.89867872316944,"(40.648841278260065, -73.89867872316944)"
49950783,03/07/2021 01:48:02 AM,03/07/2021 04:59:41 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11212,289 EAST   95 STREET,EAST   95 STREET,CLARKSON AVENUE,KINGS HIGHWAY,CLARKSON AVENUE,KINGS HIGHWAY,,BROOKLYN,EAST   95 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 09:59:48 AM,17 BROOKLYN,3046500078,BROOKLYN,1006129,179548,PHONE,Unspecified,BROOKLYN,,,,,,,,40.659467459849004,-73.92114236940786,"(40.659467459849004, -73.92114236940786)"
49952394,03/07/2021 01:48:20 AM,03/07/2021 02:08:16 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,146 PATCHEN AVENUE,PATCHEN AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,,BROOKLYN,PATCHEN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 07:08:21 AM,03 BROOKLYN,3016520041,BROOKLYN,1004558,189366,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68641939901133,-73.92677508034987,"(40.68641939901133, -73.92677508034987)"
49952741,03/07/2021 01:48:27 AM,03/07/2021 03:13:29 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10459,860 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,OFFICER THOMAS P RUOTOLO CORNER,TIFFANY STREET,OFFICER THOMAS P RUOTOLO CORNER,TIFFANY STREET,,BRONX,SOUTHERN BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 08:13:32 AM,02 BRONX,2027320026,BRONX,1013471,237327,MOBILE,Unspecified,BRONX,,,,,,,,40.818035138292075,-73.89442892521829,"(40.818035138292075, -73.89442892521829)"
49947446,03/07/2021 01:48:45 AM,03/07/2021 04:51:26 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2324 MORRIS AVENUE,MORRIS AVENUE,EAST  183 STREET,FIELD PLACE,EAST  183 STREET,FIELD PLACE,,BRONX,MORRIS AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/07/2021 09:51:29 AM,05 BRONX,2031720011,BRONX,1011504,252179,PHONE,Unspecified,BRONX,,,,,,,,40.85880582620532,-73.90147504210883,"(40.85880582620532, -73.90147504210883)"
49945844,03/07/2021 01:49:05 AM,03/07/2021 02:28:51 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,442 EAST   13 STREET,EAST   13 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,,NEW YORK,EAST   13 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 07:28:53 AM,03 MANHATTAN,1004400029,MANHATTAN,989217,205319,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73022851093356,-73.98207862679989,"(40.73022851093356, -73.98207862679989)"
49950493,03/07/2021 01:49:21 AM,03/07/2021 02:15:04 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10005,37 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,BROAD STREET,WILLIAM STREET,,NEW YORK,WALL STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/07/2021 07:15:05 AM,01 MANHATTAN,1000260014,MANHATTAN,981627,196616,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70634187281963,-74.00946062360167,"(40.70634187281963, -74.00946062360167)"
49950342,03/07/2021 01:49:27 AM,03/07/2021 03:32:19 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,103-73 52 AVENUE,52 AVENUE,103 STREET,108 STREET,103 STREET,108 STREET,,CORONA,52 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 08:32:25 AM,04 QUEENS,4019420062,QUEENS,1023711,209639,MOBILE,Unspecified,QUEENS,,,,,,,,40.7419992001459,-73.85759602286056,"(40.7419992001459, -73.85759602286056)"
49947106,03/07/2021 01:49:45 AM,03/07/2021 04:58:38 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10473,1760 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,ROSEDALE AVENUE,BEACH AVENUE PEDESTRIAN OVERPASS,ROSEDALE AVENUE,BEACH AVENUE PEDESTRIAN OVERPASS,,BRONX,BRUCKNER BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 09:58:40 AM,09 BRONX,2036630002,BRONX,1021183,239852,ONLINE,Unspecified,BRONX,,,,,,,,40.824936664803076,-73.86655277130956,"(40.824936664803076, -73.86655277130956)"
49945357,03/07/2021 01:50:26 AM,03/07/2021 02:23:22 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10004,25 BROAD STREET,BROAD STREET,EXCHANGE PLACE,BEAVER STREET,EXCHANGE PLACE,BEAVER STREET,,NEW YORK,BROAD STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/07/2021 07:23:26 AM,01 MANHATTAN,1000257502,MANHATTAN,981110,196488,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.705990374650014,-74.0113252769716,"(40.705990374650014, -74.0113252769716)"
